name,type,scope,parameters,call,summary
ReadPolicyDnsForwarderOnTier0,Policy,Infra,{tier0id},/policy/api/v1/infra/tier-0s/{tier0id}/dns-forwarder,Read the DNS Forwarder for the given tier-0 instance
GetTier0LocaleServicesSessionTimerProfileBinding,Policy,Infra,"{tier0id}, {localeserviceid}, {sessiontimerprofilebindingid}",/policy/api/v1/infra/tier-0s/{tier0id}/locale-services/{localeserviceid}/session-timer-profile-bindings/{sessiontimerprofilebindingid},Get Session Timer Profile Binding Map for Tier-0 Logical Router LocaleServices
ListTlsStateFqdns,Policy,Infra,{tier1id},/policy/api/v1/infra/tier-1s/{tier1id}/tls-inspection-state/fqdns,TLS inspection execution state fqdn details for the tier1
GetTier1RouterLinkSummaryStatistics,Policy,Infra,{tier1id},/policy/api/v1/infra/tier-1s/{tier1id}/tier-0-interface/statistics/summary,Get tier-1 router link statistics summary information
ListTier0Interfaces,Policy,Infra,"{tier0id}, {localeserviceid}",/policy/api/v1/infra/tier-0s/{tier0id}/locale-services/{localeserviceid}/interfaces,List Tier-0 Interfaces
ListIpv6DadProfiles,Policy,Infra,,/policy/api/v1/infra/ipv6-dad-profiles,List all IPv6 DAD profiles
ListVdsVifsOnTransportNode,Policy,Infra,"{siteid}, {enforcementpointid}, {hosttransportnodeid}",/policy/api/v1/infra/sites/{siteid}/enforcement-points/{enforcementpointid}/host-transport-nodes/{hosttransportnodeid}/discovered-vifs,Fetch Discovered VIF State on given TransportNode
GetRuleStatistics,Policy,Infra,"{domainid}, {securitypolicyid}, {ruleid}",/policy/api/v1/infra/domains/{domainid}/security-policies/{securitypolicyid}/rules/{ruleid}/statistics,Get rule statistics
GlobalInfraGetTier1SegmentTepTable,Policy,Global,"{tier1id}, {segmentid}",/policy/api/v1/global-infra/tier-1s/{tier1id}/segments/{segmentid}/tep-table,Get tier-1 segment TEP table
GetGroupsForObject,Policy,Infra,,/policy/api/v1/infra/group-associations,Get groups for which the given object is a member
ListSslCiphersAndProtocols,Policy,Infra,,/policy/api/v1/infra/lb-ssl-ciphers-and-protocols,Retrieve a list of supported SSL ciphers and protocols
GetIdsStandaloneHostConfig,Policy,Infra,,/policy/api/v1/infra/settings/firewall/security/intrusion-services/ids-standalone-host-config,Read IDS config
GetInfraPortDiscoveryBinding,Policy,Infra,"{infrasegmentid}, {infraportid}, {portdiscoveryprofilebindingmapid}",/policy/api/v1/infra/segments/{infrasegmentid}/ports/{infraportid}/port-discovery-profile-binding-maps/{portdiscoveryprofilebindingmapid},Get Infra Port Discovery Profile Binding Map
GetSegmentInterfaceArpTable,Policy,Infra,"{tier1id}, {segmentid}",/policy/api/v1/infra/tier-1s/{tier1id}/segments/{segmentid}/arp-table,Get ARP table from segment interface (downlink)
GetDeploymentRegistry,Policy,Infra,{siteid},/policy/api/v1/infra/sites/{siteid}/napp/deployment/registry,Get helm repo and docker registry url
GetTier1ArpProxies,Policy,Infra,"{tier1id}, {localeserviceid}",/policy/api/v1/infra/tier-1s/{tier1id}/locale-services/{localeserviceid}/arp-proxies,Get Tier-1 Address Resolution Protocol Proxies
ListEvpnTunnelEndpointConfig,Policy,Infra,"{tier0id}, {localeserviceid}",/policy/api/v1/infra/tier-0s/{tier0id}/locale-services/{localeserviceid}/evpn-tunnel-endpoints,List evpn tunnel endpoint configuration
ListPolicyServiceInstanceEndpoints,Policy,Infra,"{tier0id}, {localeserviceid}, {serviceinstanceid}",/policy/api/v1/infra/tier-0s/{tier0id}/locale-services/{localeserviceid}/byod-service-instances/{serviceinstanceid}/service-instance-endpoints,List all service instance endpoint
GlobalInfraGetTier1SegmentPortState,Policy,Global,"{tier1id}, {segmentid}, {portid}",/policy/api/v1/global-infra/tier-1s/{tier1id}/segments/{segmentid}/ports/{portid}/state,Get tier-1  segment port state
ReadIPSetRealizedState,Policy,Infra,"{enforcementpointid}, {ipsetid}",/policy/api/v1/infra/realized-state/enforcement-points/{enforcementpointid}/ip-sets/ip-sets-nsxt/{ipsetid},Read IPSet Realized state
GetTier1ForwardingTable,Policy,Infra,{tier1id},/policy/api/v1/infra/tier-1s/{tier1id}/forwarding-table,Get forwarding table from tier-1
ListPolicyDnsForwarderZone,Policy,Infra,,/policy/api/v1/infra/dns-forwarder-zones,List Dns Forwarder Zones
GlobalInfraListTier0LocaleServices,Policy,Global,{tier0id},/policy/api/v1/global-infra/tier-0s/{tier0id}/locale-services,List Tier-0 locale-services
GlobalInfraListTier1,Policy,Global,,/policy/api/v1/global-infra/tier-1s,List Tier-1 instances
GlobalInfraListSegmentMonitoringBindings,Policy,Global,"{tier1id}, {segmentid}",/policy/api/v1/global-infra/tier-1s/{tier1id}/segments/{segmentid}/segment-monitoring-profile-binding-maps,List Segment Monitoring Profile Binding Maps
ReadALBSSOPolicy,Policy,Infra,{albssopolicyid},/policy/api/v1/infra/alb-sso-policies/{albssopolicyid},Read ALBSSOPolicy
GlobalInfraListCPUMemThresholdsProfiles,Policy,Global,,/policy/api/v1/global-infra/settings/firewall/cpu-mem-thresholds-profiles,List all CPU and memory thresholds profiles
GetInternalFirewallExcludeList,Policy,Infra,,/policy/api/v1/infra/settings/firewall/security/exclude-list?system_owned=true,Read security policy exclude list including system and user excluded members
GetTier1InterfaceStatistics,Policy,Infra,"{tier1id}, {localeserviceid}, {interfaceid}",/policy/api/v1/infra/tier-1s/{tier1id}/locale-services/{localeserviceid}/interfaces/{interfaceid}/statistics,Get tier-1 interface statistics information
GetGroupsForContainerApplicationInstance,Policy,Infra,,/policy/api/v1/infra/pod-group-associations,Get groups for which the given pod is a member
ListALBPool,Policy,Infra,,/policy/api/v1/infra/alb-pools,List ALBPool for infra
GlobalInfraGetConsolidatedEffectiveIPMembers,Policy,Global,"{domainid}, {groupid}",/policy/api/v1/global-infra/domains/{domainid}/groups/{groupid}/members/consolidated-effective-ip-addresses,Get consolidated effective IPAddress translated from this group across site
GlobalInfraReadEdgeClusterForEnforcementPoint,Policy,Global,"{siteid}, {enforcementpointid}, {edgeclusterid}",/policy/api/v1/global-infra/sites/{siteid}/enforcement-points/{enforcementpointid}/edge-clusters/{edgeclusterid},Read a Edge Cluster under an Enforcement Point
GlobalInfraGetPortQoSBinding,Policy,Global,"{tier1id}, {segmentid}, {portid}, {portqosprofilebindingmapid}",/policy/api/v1/global-infra/tier-1s/{tier1id}/segments/{segmentid}/ports/{portid}/port-qos-profile-binding-maps/{portqosprofilebindingmapid},Get Port QoS Profile Binding Map
ReadLBClientSslProfile,Policy,Infra,{lbclientsslprofileid},/policy/api/v1/infra/lb-client-ssl-profiles/{lbclientsslprofileid},Read LBClientSslProfile
GlobalInfraGetFilteredRules,Policy,Global,,/policy/api/v1/global-infra/firewall/rules,Get rules filtered based on the given criteria
GlobalInfraListPrefixLists,Policy,Global,{tier0id},/policy/api/v1/global-infra/tier-0s/{tier0id}/prefix-lists,List prefix lists
ListPolicyServiceProfiles,Policy,Infra,{servicereferenceid},/policy/api/v1/infra/service-references/{servicereferenceid}/service-profiles,List service profiles
GetAllApplianceLatencyData,Policy,Infra,,/policy/api/v1/infra/sha/appliances/latency/status,"Get the details of latency status for all appliances
"
GlobalInfraReadMetadataProxyStatistics,Policy,Global,{metadataproxyid},/policy/api/v1/global-infra/metadata-proxies/{metadataproxyid}/statistics,Get metadata proxy status
SearchFirewallIdentityGroups,Policy,Infra,{firewallidentitystoreid},/policy/api/v1/infra/firewall-identity-stores/{firewallidentitystoreid}/groups,"Search for directory groups within a domain based on the substring of a distinguished name. (e.g. CN=User,DC=acme,DC=com) The search filter pattern can optionally support multiple (up to 100 maximum) search pattern separated by '|' (url encoded %7C). In this case, the search results will be returned as the union of all matching criteria. (e.g. CN=Ann,CN=Users,DC=acme,DC=com|CN=Bob,CN=Users,DC=acme,DC=com)"
GetCommonAgentHostConfiguration,Policy,Infra,,/policy/api/v1/infra/napp/common-agent/host-config,Get NSX Application Platform Common Agent host configuration
ListTasks,Policy,Infra,,/policy/api/v1/tasks,Get information about all tasks
ListTlsCertificates,Policy,Infra,,/policy/api/v1/infra/certificates,Return All the User-Facing Components' Certificates
GetIdsGatewayPolicyStatistics,Policy,Infra,"{domainid}, {policyid}",/policy/api/v1/infra/domains/{domainid}/intrusion-service-gateway-policies/{policyid}/statistics,Get IDS gateway policy statistics
ListAllRouteMaps,Policy,Infra,{tier0id},/policy/api/v1/infra/tier-0s/{tier0id}/route-maps,List route maps
GlobalInfraGetTier0InterfaceStatistics,Policy,Global,"{tier0id}, {localeserviceid}, {interfaceid}",/policy/api/v1/global-infra/tier-0s/{tier0id}/locale-services/{localeserviceid}/interfaces/{interfaceid}/statistics,Get tier-0 interface statistics information
GetLBPoolStatus,Policy,Infra,"{lbserviceid}, {lbpoolid}",/policy/api/v1/infra/lb-services/{lbserviceid}/lb-pools/{lbpoolid}/detailed-status,Get LBPool status information
GetDistributedFirewallDependentServices,Policy,Infra,,/policy/api/v1/infra/settings/firewall/security/dependent-services,Get the list of distributed firewall dependent services
GlobalInfraListProfileSupportedAttributes,Policy,Global,,/policy/api/v1/global-infra/context-profiles/attributes,List Policy Context Profile supported attributes and sub-attributes
GetContainerClusterStatusList,Policy,Infra,"{siteid}, {enforcementpointid}",/policy/api/v1/infra/sites/{siteid}/enforcement-points/{enforcementpointid}/container-cluster-ncpstatus,Get all the container cluster status
GetSegmentQoSBinding,Policy,Infra,"{tier1id}, {segmentid}, {segmentqosprofilebindingmapid}",/policy/api/v1/infra/tier-1s/{tier1id}/segments/{segmentid}/segment-qos-profile-binding-maps/{segmentqosprofilebindingmapid},Get Segment QoS Profile Binding Map
ListShaPredefinedPlugins,Policy,Infra,,/policy/api/v1/infra/sha/pre-defined-plugins,API will provide list of Sha pre-defined list.
ListServiceInterfaces,Policy,Infra,"{tier0id}, {localeserviceid}",/policy/api/v1/infra/tier-0s/{tier0id}/locale-services/{localeserviceid}/service-interfaces,List Service Interfaces
ReadPortMirroringProfile,Policy,Infra,{portmirroringprofileid},/policy/api/v1/infra/port-mirroring-profiles/{portmirroringprofileid},"Details of Port Mirroring Profile
"
GlobalInfraListFloodProtectionProfiles,Policy,Global,,/policy/api/v1/global-infra/flood-protection-profiles,List Flood Protection Profiles
ListALBHardwareSecurityModuleGroup,Policy,Infra,,/policy/api/v1/infra/alb-hardware-security-module-groups,List ALBHardwareSecurityModuleGroup for infra
GetPolicyIgmpMemberships,Policy,Infra,"{tier0id}, {localeserviceid}",/policy/api/v1/infra/tier-0s/{tier0id}/locale-services/{localeserviceid}/multicast/igmp-memberships,Get IGMP Memberships
GlobalInfraGetInfraSegmentPortSecurityProfileBinding,Policy,Global,"{segmentid}, {portid}, {portsecurityprofilebindingmapid}",/policy/api/v1/global-infra/segments/{segmentid}/ports/{portid}/port-security-profile-binding-maps/{portsecurityprofilebindingmapid},Get infra segment port security profile binding map
ReadL2VpnPeerConfig,Policy,Infra,"{tier0id}, {localeserviceid}, {l2vpnid}",/policy/api/v1/infra/tier-0s/{tier0id}/locale-services/{localeserviceid}/l2vpn-context/l2vpns/{l2vpnid}/peer-config,Get Peer Config for L2Vpn
GetSpan,Policy,Infra,,/policy/api/v1/infra/span,Get span for an entity with specified path
GlobalInfraGetTier0InterfaceStatisticsSummary,Policy,Global,"{tier0id}, {localeserviceid}, {interfaceid}",/policy/api/v1/global-infra/tier-0s/{tier0id}/locale-services/{localeserviceid}/interfaces/{interfaceid}/statistics/summary,Get tier-0 interface statistics summary information
GetAvailableFormFactors,Policy,Infra,{siteid},/policy/api/v1/infra/sites/{siteid}/napp/deployment/platform/form-factors,Get available deployment form factors for NSX Application Platform
GlobalInfraReadDomainDeploymentMapForInfra,Policy,Global,"{domainid}, {domaindeploymentmapid}",/policy/api/v1/global-infra/domains/{domainid}/domain-deployment-maps/{domaindeploymentmapid},Read a DomainDeploymentMap
GetPortSecurityProfileBinding,Policy,Infra,"{tier1id}, {segmentid}, {portid}, {portsecurityprofilebindingmapid}",/policy/api/v1/infra/tier-1s/{tier1id}/segments/{segmentid}/ports/{portid}/port-security-profile-binding-maps/{portsecurityprofilebindingmapid},Get port security profile binding map
GetTier0GatewayArpProxiesInCsv,Policy,Infra,{tier0id},/policy/api/v1/infra/tier-0s/{tier0id}/arp-proxies?format=csv,Get Tier-0 Address Resolution Protocol Proxies in CSV format
GetTier1PolicyMulticastForwardingInCsvFormat,Policy,Infra,"{tier1id}, {localeserviceid}",/policy/api/v1/infra/tier-1s/{tier1id}/locale-services/{localeserviceid}/multicast/forwarding?format=csv,Get Multicast Forwarding In Csv Format
GetTier0RouterLinkArpTableCsv,Policy,Infra,{tier0id},/policy/api/v1/infra/tier-0s/{tier0id}/tier-1-interface/arp-table?format=csv,Get ARP table from tier-0 router link interface in CSV format
InfraSegmentBridgeEndpointStatistics,Policy,Infra,{segmentid},/policy/api/v1/infra/segments/{segmentid}/bep-statistics,Get infra segment bridge end point statistics using segment ID and profile path.
GetLBServiceStatistics,Policy,Infra,{lbserviceid},/policy/api/v1/infra/lb-services/{lbserviceid}/statistics,Get LBService statistics information
ReadALBAutoScaleLaunchConfig,Policy,Infra,{albautoscalelaunchconfigid},/policy/api/v1/infra/alb-auto-scale-launch-configs/{albautoscalelaunchconfigid},Read ALBAutoScaleLaunchConfig
GetBackupConfig,Policy,Infra,,/policy/api/v1/cluster/backups/config,Get backup configuration
GlobalInfraListIpv6DadProfiles,Policy,Global,,/policy/api/v1/global-infra/ipv6-dad-profiles,List all IPv6 DAD profiles
ListTraceflowObservations,Policy,Infra,{traceflowid},/policy/api/v1/infra/traceflows/{traceflowid}/observations,Read traceflow observations
GetPolicyServiceInstanceStatistics,Policy,Infra,"{tier0id}, {localeserviceid}, {serviceinstanceid}",/policy/api/v1/infra/tier-0s/{tier0id}/locale-services/{localeserviceid}/service-instances/{serviceinstanceid}/statistics,Get statistics for all runtimes associated with this PolicyServiceInstance
ListALBApplicationPersistenceProfile,Policy,Infra,,/policy/api/v1/infra/alb-application-persistence-profiles,List ALBApplicationPersistenceProfile for infra
GlobalInfraListPolicyContextProfiles,Policy,Global,,/policy/api/v1/global-infra/context-profiles,Get PolicyContextProfiles
GlobalInfraGetTier1LocaleServicesSessionTimerProfileBinding,Policy,Global,"{tier1id}, {localeserviceid}, {sessiontimerprofilebindingid}",/policy/api/v1/global-infra/tier-1s/{tier1id}/locale-services/{localeserviceid}/session-timer-profile-bindings/{sessiontimerprofilebindingid},Get Session Timer Profile Binding Map for Tier-1 Logical Router LocaleServices
GlobalInfraListInfraGlobalManagers,Policy,Global,,/policy/api/v1/global-infra/global-managers,List Global Managers
GetTier0VpnL2VpnSessionStatistics,Policy,Infra,"{tier0id}, {serviceid}, {sessionid}",/policy/api/v1/infra/tier-0s/{tier0id}/l2vpn-services/{serviceid}/sessions/{sessionid}/statistics,Get L2VPN session statistics under Tier-0
ReadTier0,Policy,Infra,{tier0id},/policy/api/v1/infra/tier-0s/{tier0id},Read Tier-0
ReadGatewayPolicyForDomain,Policy,Infra,"{domainid}, {gatewaypolicyid}",/policy/api/v1/infra/domains/{domainid}/gateway-policies/{gatewaypolicyid},Read gateway policy
GlobalInfraListEnforcementPointForSite,Policy,Global,{siteid},/policy/api/v1/global-infra/sites/{siteid}/enforcement-points,List enforcementpoints under Site
ReadALBWafPolicyPSMGroup,Policy,Infra,{albwafpolicypsmgroupid},/policy/api/v1/infra/alb-waf-policy-psm-groups/{albwafpolicypsmgroupid},Read ALBWafPolicyPSMGroup
GetDownlinkPortStatisticsSummaryForInfraSegment,Policy,Infra,{segmentid},/policy/api/v1/infra/segments/{segmentid}/gateway-interface-statistics/summary,Get statistics for downlink router port on tier-0 router
ReadFirewallIdentityStoreLdapServer,Policy,Infra,"{firewallidentitystoreid}, {ldapserverid}",/policy/api/v1/infra/firewall-identity-stores/{firewallidentitystoreid}/ldap-servers/{ldapserverid},Get a specific LDAP server for a given Firewall Identity store
ReadTier0LocaleServices,Policy,Infra,"{tier0id}, {localeserviceid}",/policy/api/v1/infra/tier-0s/{tier0id}/locale-services/{localeserviceid},Read Tier-0 locale-services
ListLdapIdentitySources,Policy,Infra,,/policy/api/v1/aaa/ldap-identity-sources,List LDAP identity sources
GetTier0BgpNeighborAdvertisedRoutesInCsvFormat,Policy,Infra,"{tier0id}, {localeserviceid}, {neighborid}",/policy/api/v1/infra/tier-0s/{tier0id}/locale-services/{localeserviceid}/bgp/neighbors/{neighborid}/advertised-routes?format=csv,Get BGP neighbor advertised routes in CSV format
ListIPFIXDFWProfiles,Policy,Infra,,/policy/api/v1/infra/ipfix-dfw-profiles,List IPFIX DFW Profile
ReadALBServerAutoScalePolicy,Policy,Infra,{albserverautoscalepolicyid},/policy/api/v1/infra/alb-server-auto-scale-policies/{albserverautoscalepolicyid},Read ALBServerAutoScalePolicy
GlobalInfraGetDownlinkPortArpProxiesForInfraSegment,Policy,Global,{segmentid},/policy/api/v1/global-infra/segments/{segmentid}/arp-proxy,Get downlink port Address Resolution Protocol Proxies for infra segment
GetSiExcludeList,Policy,Infra,,/policy/api/v1/infra/settings/service-insertion/security/exclude-list,Default API to read service insertion exclude list with system owned members filtered out
ListL2VPNSessions,Policy,Infra,"{tier0id}, {localeserviceid}, {serviceid}",/policy/api/v1/infra/tier-0s/{tier0id}/locale-services/{localeserviceid}/l2vpn-services/{serviceid}/sessions,Get L2VPN sessions list result under Tier-0
ListALBProtocolParser,Policy,Infra,,/policy/api/v1/infra/alb-protocol-parsers,List ALBProtocolParser for infra
ListIdsProfiles,Policy,Infra,,/policy/api/v1/infra/settings/firewall/security/intrusion-services/profiles,List IDS profiles
